company_id,business_age,employees,sector,location,monthly_revenue,monthly_expenses,profit_margin,avg_account_balance,transaction_frequency,loan_repayment_history,existing_loans,collateral_value,credit_default
SME_0043,18,45,Transport,Machakos,866291.7531708707,626655.1266866915,0.2766234650243892,191361.2028517553,50,1,0,1458130.3779677432,0
SME_0044,13,33,Retail,Nairobi,181114.46824112657,111731.80637400456,0.38308735100472185,152049.99816369818,46,1,1,594783.4141175481,0
SME_0045,9,46,Agriculture,Kisumu,372552.8935848245,254237.37393342302,0.31758046089222736,226653.86358718597,50,0,2,922629.3506369371,0
SME_0046,2,3,Manufacturing,Mombasa,533994.5805814617,410258.09940155334,0.2317186085393841,292259.61491427646,54,0,2,1419038.0736310729,1
SME_0047,14,2,Manufacturing,Kisumu,422017.92179804435,367554.53293455066,0.12905468239701207,216249.0838357205,47,1,2,1014871.8187898214,0
SME_0048,2,38,Agriculture,Meru,447351.65748560807,338681.2983029305,0.24291931719549661,242784.74320650136,49,1,0,488985.2681934536,0
SME_0049,5,34,Hospitality,Eldoret,488890.46022067626,344288.4064426527,0.2957759775323757,230047.04543933165,42,1,2,588523.1860830628,0
SME_0050,11,16,Services,Meru,349510.65993462625,301381.3928803145,0.13770471854367483,333899.8527513106,47,1,1,755350.2780134534,0
SME_0051,6,1,Transport,Nairobi,388194.9013532286,274375.1645478031,0.2932025547184041,102520.82869707316,34,1,1,651902.4924192083,0
SME_0052,11,48,Transport,Nairobi,670270.852920102,552623.510015817,0.17552209288490248,150370.90219715584,38,1,1,1230618.2476441986,0
SME_0053,14,24,Retail,Eldoret,343931.329188457,212791.14181464742,0.38129759124662754,269347.92506737146,50,1,1,1141311.0494254064,0
SME_0054,3,15,Agriculture,Machakos,462618.97548791824,322271.365375179,0.30337625032504656,196176.72981011696,39,0,0,895064.8717129444,0
SME_0055,10,3,Agriculture,Eldoret,77860.09576996433,57918.14997362262,0.25612536947372483,325025.08529664885,46,1,1,1166692.0718900603,0
SME_0056,9,37,Hospitality,Nakuru,685235.5095063283,484344.34212504077,0.2931709822306461,352753.33123761043,39,0,2,1356640.3022956618,0
SME_0057,9,3,Manufacturing,Machakos,491738.31388384546,355585.3414484602,0.2768809519031016,231220.2615186514,40,1,0,974527.3502512503,0
SME_0058,2,15,Manufacturing,Meru,748394.1196019712,495080.12378463516,0.33847673195516226,193138.9464613733,38,1,0,542712.8400490023,0
SME_0059,5,11,Construction,Nakuru,659547.262915727,459171.9618136681,0.3038073423521457,61633.59255926835,44,1,1,1372514.1878957031,0
SME_0060,13,40,Retail,Nakuru,667138.4224130283,552436.2179841885,0.17193164203309402,109623.45162739055,47,1,1,832077.4075815184,0
SME_0061,11,9,Retail,Nakuru,801005.0229321641,571732.2141779368,0.2862314245108599,214680.94584701885,52,1,2,1105947.2869667998,0
SME_0062,5,5,Manufacturing,Kisumu,648472.9832518236,450597.2722558458,0.30514102531105153,219476.52085599102,47,1,1,1075057.1476742928,0
SME_0063,1,23,Construction,Machakos,661147.0599052237,511229.2409866991,0.22675411872816234,103159.90727445052,46,0,2,515976.80333476234,1
SME_0064,19,6,Hospitality,Kisumu,204282.7508440317,131104.91514224702,0.35821837820098373,291500.3234565543,51,1,2,1248446.0471170316,0
SME_0065,1,4,Hospitality,Mombasa,701978.9922099321,581756.389271347,0.1712623942777929,172197.8612981636,52,1,2,1248741.6053755805,0
SME_0066,8,5,Transport,Machakos,782850.2525224828,472576.104987209,0.39633907830458665,162112.8975218313,47,1,2,682484.3791458844,0
SME_0067,10,40,Hospitality,Thika,397417.1250057169,286241.84028483246,0.27974457497090793,252349.25250832463,37,1,0,983324.5987268635,0
SME_0068,1,47,Services,Kisumu,521878.9589209786,422197.5973614815,0.19100475283693233,258061.32991189536,57,0,2,597566.4526600908,1
SME_0069,14,40,Agriculture,Thika,877365.6224248473,766120.8024048109,0.12679414052328605,173658.10343553458,37,1,0,858915.5659811669,0
SME_0070,19,40,Construction,Eldoret,779432.8855097622,515730.4302792874,0.3383260574873088,144768.05725586,51,0,0,533275.0072385115,0
SME_0071,17,43,Manufacturing,Nakuru,50000.0,30000.0,0.12617516113626137,237735.04841582727,37,1,0,541070.7090481576,0
SME_0072,11,22,Retail,Nakuru,515681.7845012154,460329.73665851343,0.10733760529517307,81223.87427863423,44,1,2,1000209.7352671524,0
SME_0073,1,32,Transport,Thika,531651.1961906735,438605.93206943705,0.17501185888024662,215846.7808614284,39,0,1,956691.8764228172,0
SME_0074,16,40,Manufacturing,Mombasa,707998.487965966,536871.2313159343,0.24170568095656425,119950.37755416476,46,1,2,897193.7217758953,0
SME_0075,7,3,Retail,Mombasa,425711.8268008417,370041.1178376926,0.1307708770543347,313197.095319733,54,1,2,1037513.8093499341,0
SME_0076,8,47,Transport,Kisumu,528643.0904995044,431501.71317153354,0.18375607110684802,278263.4385693006,47,1,0,917257.1303194024,0
SME_0077,16,18,Construction,Mombasa,288493.7497133315,180496.852837604,0.37434744074365955,226090.64177936944,43,1,2,624665.9270844092,0
SME_0078,10,2,Manufacturing,Machakos,737042.0583021779,522435.5825862927,0.29117263160021634,146396.86451557226,53,1,0,988709.5892725455,0
SME_0079,14,23,Agriculture,Mombasa,720660.3764033043,437254.04789943184,0.3932592075039648,224624.14151136472,48,0,2,486949.48220301233,0
SME_0080,14,4,Retail,Mombasa,559461.3957699644,450341.33563032746,0.1950448430663556,249823.98651711375,52,1,0,1122475.8267143415,0
SME_0081,6,12,Construction,Eldoret,159483.27915243193,96216.062734895,0.3967012514024558,220482.37874511007,47,0,0,1294807.2951836542,0
SME_0082,17,26,Transport,Nakuru,416259.0318387102,293946.06608407135,0.2938385870316251,316394.2246660533,62,0,2,816544.6591024155,0
SME_0083,8,11,Services,Nairobi,218667.78063035553,178533.4651962326,0.18354014166342833,243280.1498082903,43,0,0,1039880.8555668073,0
SME_0084,4,47,Services,Kisumu,384872.4347524452,288234.7666782493,0.25109012583962914,209760.78517162893,47,1,0,619593.5465070796,0
SME_0085,1,25,Transport,Kisumu,234170.8345676968,182532.84441307953,0.22051418251955351,136243.88513803598,33,1,1,977268.7518335639,0
SME_0086,2,12,Manufacturing,Eldoret,236130.4221725189,180066.04314755325,0.23742971578649252,181900.3824793059,54,1,2,1251309.2315201466,0
SME_0087,8,25,Retail,Nairobi,773597.0614884829,614235.6612521072,0.206000524264851,177334.77473339092,48,1,0,1036616.1803509014,0
SME_0088,7,14,Construction,Eldoret,336147.1212890395,213313.78864702067,0.36541539362581466,249256.6999331632,43,1,2,1406990.0146550364,0
SME_0089,7,17,Hospitality,Machakos,50000.0,30000.0,0.2905908251628082,131538.0200469943,54,1,2,1822563.502080975,0
SME_0090,12,39,Construction,Meru,789395.5768707466,549123.8909017646,0.304374249120379,215724.38212092596,47,1,1,671768.7698504659,0
SME_0091,2,30,Manufacturing,Machakos,50000.0,30000.0,0.3443581271269833,251272.3079527389,32,0,0,948425.9886784726,0
SME_0092,12,16,Services,Machakos,338793.93606588605,237464.4436645533,0.2990888608514733,183936.65071674128,45,0,0,596664.8466897169,0
SME_0093,4,18,Hospitality,Eldoret,316269.61070316035,193755.60543176014,0.38737204310909146,45305.73591139517,49,1,0,637781.2505060877,0
SME_0094,5,43,Services,Thika,666308.5515418565,597515.8402645543,0.1032445270559923,216609.01505824516,50,1,0,1350130.874315091,0
SME_0095,13,46,Retail,Kisumu,824221.7115575431,538182.4979377653,0.34704159039834753,150148.75788601884,51,0,2,833356.8642519236,0
SME_0096,17,9,Manufacturing,Nakuru,784100.849597971,634185.6171448876,0.19119381458386234,154340.2965000419,37,0,0,1707212.9095098125,0
SME_0097,14,37,Retail,Kisumu,687567.6603133288,593534.709888583,0.1367617412108859,150976.9047612491,53,1,0,883689.5320192047,0
SME_0098,11,34,Services,Machakos,509118.43289401,452421.26901809336,0.11136340822238514,149520.6296100842,54,1,2,1397162.441136164,0
SME_0099,13,45,Agriculture,Thika,273636.77157346084,206972.85963640342,0.24362190634587555,169736.56931703765,37,1,0,1164033.806249572,0
SME_0100,10,36,Construction,Kisumu,370161.73501926416,319916.43557740207,0.13573877224032138,238444.9685928598,54,1,1,837430.2626834357,0
SME_0101,7,31,Retail,Nakuru,627778.2091873547,481414.5575942051,0.233145479488073,135137.92640856118,38,1,0,1258678.9074390638,0
SME_0102,17,40,Construction,Mombasa,629096.8362282151,524637.5829879472,0.1660463814546568,373060.3778644368,35,1,1,1362694.5832319397,0
SME_0103,5,29,Hospitality,Nakuru,211701.15038727695,138055.83341428594,0.34787395740773,239233.56573622132,49,0,2,818865.9282813793,0
SME_0104,18,14,Construction,Eldoret,904080.3927364224,703662.7281975274,0.22168124223143643,140810.057882929,43,1,2,1469657.2087703021,0
SME_0105,2,46,Retail,Eldoret,486849.9477854024,430030.22128307703,0.11670890951265098,303892.77873314684,41,1,1,1032303.9609179816,0
SME_0106,11,27,Manufacturing,Nairobi,586168.0488667496,502467.9570274728,0.14279197237225041,219464.61313026925,44,1,1,786738.4208766277,0
SME_0107,17,25,Services,Mombasa,366175.7837774714,314657.58814634866,0.14069252504810872,240440.1448489193,38,1,2,991322.534747539,0
SME_0108,14,7,Manufacturing,Eldoret,539304.233940294,452455.3204186115,0.16103881270714718,256720.30060708098,45,0,0,987952.614806697,0
SME_0109,2,24,Manufacturing,Meru,213844.97957639035,157510.95079078196,0.2634339552754596,163815.49446007385,47,1,0,272836.20201131306,0
SME_0110,6,41,Manufacturing,Thika,375879.1472120967,237118.74472943327,0.36916227865220025,234937.1173512271,46,1,0,933710.7478511009,0
SME_0111,1,2,Agriculture,Nairobi,505377.16779890616,437029.98274470534,0.13523995425412005,89170.25074642141,49,0,0,667804.1459961066,0
SME_0112,8,11,Transport,Kisumu,542113.5955257171,425549.0753827594,0.21501862544125788,270423.6999402599,47,1,1,1379559.1754871097,0
SME_0113,15,7,Manufacturing,Nakuru,611871.8417456662,468632.91023304086,0.23409956422241243,308118.2743578806,45,0,1,1139240.398066991,0
SME_0114,11,18,Hospitality,Nakuru,369716.39927711035,318523.6439230939,0.13846493002233956,161289.13327565428,42,1,2,1151797.3329878603,0
SME_0115,3,28,Retail,Kisumu,100517.73130809865,80823.13869512582,0.19593152727061253,179409.8770061324,54,1,0,499424.7778367232,0
SME_0116,4,28,Services,Thika,544890.3637119944,398633.41281476803,0.26841537424312295,283767.8642089724,50,1,1,1179935.1567894188,0
SME_0117,19,12,Manufacturing,Eldoret,726709.3549005411,537578.7702885532,0.2602561578939254,160836.8445046797,51,1,1,1186766.9000027745,0
SME_0118,12,14,Hospitality,Mombasa,564760.0255211891,422261.671744046,0.25231664306558954,176680.8016805208,40,1,2,1344629.710111631,0
SME_0119,6,17,Manufacturing,Nairobi,152057.2442443801,135456.19642788262,0.10917630329941375,264583.44998488674,41,0,0,626270.1822700903,0
SME_0120,15,31,Manufacturing,Mombasa,80968.49546400289,68715.12899359778,0.15133499023521718,220333.91137969616,44,1,0,777394.0775329064,0
SME_0121,11,37,Construction,Eldoret,239068.920838515,181705.188573872,0.23994642241009134,256576.9346409906,44,1,2,1291089.6661780183,0
SME_0122,18,14,Retail,Nairobi,645525.9087273959,394934.72768921545,0.3881969377994471,204155.67086458395,36,1,0,1057281.3252319947,0
SME_0123,12,42,Services,Eldoret,321087.3535172432,238879.0772770601,0.256030875522378,76442.8405114826,45,1,2,1151028.7247805633,0
SME_0124,13,16,Retail,Mombasa,353463.1617484762,232050.23584715114,0.3434952748703196,240434.17172998542,50,0,2,1164164.7814171012,0
SME_0125,11,10,Hospitality,Mombasa,316568.0389607928,213127.59206045634,0.32675581287328775,214701.69076984338,51,1,0,1050030.8858789552,0
SME_0126,1,19,Construction,Meru,601187.9673067448,464811.8261495064,0.22684442898647547,279228.27288300055,42,1,2,980758.4960221022,0
SME_0127,16,13,Agriculture,Eldoret,565752.4820606961,435688.74634301255,0.22989512170399956,245152.2390314613,43,1,1,1106665.188902306,0
SME_0128,2,18,Transport,Nairobi,657980.0160075747,468943.4598965668,0.28729832443548214,168685.9586650612,41,1,0,616593.2249690872,0
SME_0129,19,29,Agriculture,Nairobi,171251.85688238847,114955.0761805556,0.3287367607377017,96548.37410830737,33,1,1,819707.8110989917,0
SME_0130,2,46,Agriculture,Kisumu,624479.3741046577,533399.1875403464,0.1458497915882278,204672.11776821344,56,0,0,1433615.4068748802,0
SME_0131,12,36,Construction,Kisumu,135186.02522141265,112132.07349872874,0.17053502153736155,247580.34733322286,61,0,2,1256024.6676340923,0
SME_0132,16,47,Transport,Nakuru,525861.395033268,375476.7904658517,0.28597764731883846,230403.79707672208,38,0,1,492112.95574138436,0
SME_0133,14,27,Transport,Machakos,480332.07464105,364897.7405412387,0.24032193599828802,133685.75353072624,49,1,1,1049043.243750236,0
SME_0134,11,7,Construction,Nakuru,521075.101229192,423484.9665184742,0.1872861214832702,93277.96040654364,35,0,1,1067174.2402193984,0
SME_0135,13,42,Construction,Kisumu,772828.0859947689,464295.9513709103,0.3992247955465053,219799.82374697688,47,1,1,1675136.430344881,0
SME_0136,10,8,Agriculture,Mombasa,328545.1160516548,269271.44410895306,0.18041257972430966,115336.03160326985,53,1,2,749395.8840220728,0
SME_0137,18,5,Construction,Nairobi,929029.8255546776,762791.2013492013,0.17893787651674534,171671.38868416104,34,1,2,1136061.3501235528,0
SME_0138,11,10,Agriculture,Thika,390580.9405225797,250960.87710329794,0.3574676819418695,213085.86684709237,40,1,1,1503310.2442229323,0
SME_0139,17,11,Construction,Meru,389282.3516584011,248563.90027650405,0.36148171316376243,224214.82791967888,46,0,0,839755.495093571,0
SME_0140,1,36,Manufacturing,Nairobi,279844.14343266306,197709.57719778726,0.2935011082504189,143096.11001915697,32,0,0,1058850.2636736184,0
SME_0141,8,38,Retail,Kisumu,379622.5577597533,288470.37408843037,0.24011266403459938,106191.73945109472,48,1,1,629959.5696159683,0
SME_0142,8,22,Services,Mombasa,301861.52227245935,229640.64151670702,0.23925169465807558,250353.086790943,34,1,0,299328.18275001156,0
SME_0143,19,40,Hospitality,Eldoret,400140.55208560056,328577.04191765597,0.17884593249782713,139736.1420529154,48,0,2,1236794.68355638,0
SME_0144,1,16,Services,Thika,441838.78397119243,310392.784312345,0.29749764943092377,167374.15311451646,43,0,0,745570.3901982305,0
SME_0145,4,18,Construction,Thika,179796.14045964956,157468.62278184984,0.12418240803567486,220104.45126451043,53,1,1,999534.8482492291,0
SME_0146,6,18,Transport,Kisumu,574611.7870641273,469128.3592390543,0.1835733798013804,360155.67734423786,37,1,2,643626.1574073805,0
SME_0147,2,35,Retail,Thika,429396.7886548876,383315.23936139175,0.1073169397420255,286871.64526652626,57,1,1,1142409.469863986,0
SME_0148,14,3,Manufacturing,Nairobi,602055.8021064142,383225.72078440967,0.3634714266624176,279825.0174611222,45,0,0,1152327.30109345,0
SME_0149,13,31,Hospitality,Nakuru,510797.6836891586,373829.0759658955,0.268146493410127,222663.95347521256,39,1,2,762015.431849898,0
SME_0150,19,5,Manufacturing,Mombasa,362266.6490074113,325482.0554838776,0.10154010484906982,194987.44350380445,37,1,2,1164558.9575604321,0
SME_0151,1,4,Services,Machakos,315513.4627977042,210973.8764958827,0.3313316185460159,141379.70962480034,38,1,1,789498.4269927773,0
SME_0152,5,35,Construction,Kisumu,741561.8616922004,608143.2507593054,0.1799156858315793,174667.99765910176,51,1,2,1410832.2929272312,0
SME_0153,10,23,Retail,Meru,423193.5644239719,321878.0794348893,0.23940696056422253,120471.50135662459,46,1,2,990718.3008533127,0
SME_0154,4,34,Services,Meru,465410.7880153154,331729.21170781465,0.28723351445626927,336936.6784113875,43,1,0,1139513.6383045546,0
SME_0155,2,48,Transport,Nairobi,533330.5657127027,454537.0939717099,0.14773852617222333,372584.6570612403,48,1,2,818285.5230989985,0
SME_0156,17,23,Transport,Kisumu,379132.18568733765,231803.90334024414,0.38859344552876357,193934.60833454292,50,1,2,759252.1800365058,0
SME_0157,14,36,Manufacturing,Nakuru,759762.2649694104,632423.1154066762,0.1676039406456454,116247.12138544483,38,1,1,1160995.825758186,0
SME_0158,6,47,Services,Nairobi,699209.5371611633,550556.939754707,0.21260092934372088,139456.39291444313,43,0,1,936599.1743347023,0
SME_0159,18,10,Transport,Nakuru,476519.828169008,327772.5488852576,0.31215338898971057,204561.04999176675,47,1,1,1080577.683658977,0
SME_0160,11,10,Construction,Nairobi,291038.1611957933,212987.98278375494,0.26817850309166436,42691.47284991987,47,0,0,986235.7654057243,0
SME_0161,17,21,Manufacturing,Mombasa,908596.9050702513,767568.20207668,0.15521591830941486,186630.2628970871,50,1,1,1084773.98514649,0
SME_0162,7,23,Services,Meru,536204.3117407414,480117.835036547,0.10459907814264761,96253.44416353227,58,0,0,819368.3941656223,0
SME_0163,18,31,Construction,Kisumu,554673.3491943849,357876.81590873434,0.3547971676870369,122100.02816335393,50,1,1,468216.96150525345,0
SME_0164,19,23,Transport,Thika,565730.4320746418,468615.14404860744,0.17166353888705263,272018.29271321883,37,0,0,1161739.6309548416,0
SME_0165,4,40,Manufacturing,Meru,568325.8438738228,491002.2403724098,0.13605505421741837,96517.14051250691,50,1,1,1323386.1685317273,0
SME_0166,9,48,Transport,Nairobi,473196.56666541647,391947.4044720699,0.17170277199157177,201175.05557833577,42,0,2,1069453.8217886714,0
SME_0167,4,47,Transport,Nakuru,50000.0,30000.0,0.18337871853917892,217974.7780601509,43,1,0,1279777.249561927,0
SME_0168,10,38,Hospitality,Nakuru,416761.19945397193,300359.0201895542,0.2793018625940332,105537.43498797287,54,1,0,1462632.9857703627,0
SME_0169,4,24,Retail,Thika,901218.5776318246,758372.4589695653,0.15850330009576913,262268.88609333104,45,0,0,834644.28510144,0
SME_0170,12,30,Retail,Thika,610654.5377901898,461709.1623817375,0.2439110269244038,160499.2046111635,42,1,0,975195.7942471902,0
SME_0171,15,11,Agriculture,Nakuru,475650.4983233433,328119.43548955314,0.31016694685243396,236455.1734933801,45,1,2,675489.1481258796,0
SME_0172,14,11,Construction,Nairobi,571233.3754449685,371066.4791521814,0.35041176670894775,203893.98706614607,49,1,1,431210.54760781326,0
SME_0173,19,42,Manufacturing,Thika,534059.6724324789,356571.56209352403,0.3323376010222802,144694.61031865785,45,1,1,332916.39070134074,0
SME_0174,4,39,Construction,Mombasa,519981.10878048197,313085.1812261441,0.39789123885591426,211676.928777052,31,0,0,1229824.083515407,0
SME_0175,4,21,Hospitality,Meru,745386.6447768615,459990.3350164008,0.3828835836546237,121889.97829733026,40,0,1,732263.248192929,0
SME_0176,10,25,Transport,Thika,495726.5411303128,302434.8708043265,0.3899159199450151,140223.06566817412,36,1,2,954749.3138180333,0
SME_0177,11,20,Construction,Meru,452600.16578796797,398761.8999618017,0.1189532613900724,191236.0566824637,40,1,1,818796.3175224619,0
SME_0178,5,3,Construction,Mombasa,388543.7751791838,269109.1576504977,0.30739037698804145,114877.26118391221,38,1,2,1189888.525452948,0
SME_0179,1,17,Transport,Eldoret,410084.79235494375,351869.93767600064,0.14195809199516957,176356.70078827607,49,0,1,1045694.6540729873,0
SME_0180,2,1,Retail,Eldoret,580851.4390026905,386165.7986078431,0.3351728640444077,129278.76363526349,35,1,2,786771.9689352465,0
SME_0181,8,38,Services,Kisumu,514754.0215773772,379771.0851049473,0.26222803672091255,148322.86567003716,37,1,1,760242.398004924,0
SME_0182,15,40,Transport,Machakos,441637.74621689116,395485.2312656367,0.1045031031577375,74944.73530426744,51,0,1,615118.2012105116,0
SME_0183,10,35,Hospitality,Machakos,315625.8056793476,251564.50831994004,0.2029659685827118,165891.39230355655,39,0,0,1344533.7127590263,0
SME_0184,4,37,Transport,Meru,410535.6208682498,359024.49333610624,0.12547297947788713,302481.30893880903,46,1,1,1250142.2017478093,0
SME_0185,3,27,Retail,Kisumu,414448.86259064963,370955.12426448107,0.10494355818543347,173217.97343147674,48,1,1,878905.461027401,0
SME_0186,14,19,Agriculture,Nakuru,328131.94326013786,294178.4237626357,0.10347520317637704,291390.81151793007,45,1,1,643296.6152859896,0
SME_0187,5,25,Manufacturing,Nairobi,448949.6115795493,273324.6752947433,0.3911907522692823,159831.7596720896,43,1,0,1167607.2898099825,0
SME_0188,6,6,Manufacturing,Nakuru,439267.6952252008,371836.1810458994,0.1535089306868584,43577.885895191925,44,1,2,1020933.7640496393,0
SME_0189,16,21,Services,Meru,708403.8966325874,443569.8203950798,0.37384615965045065,152130.5751815825,55,0,2,1492313.9889186874,0
SME_0190,16,22,Agriculture,Eldoret,585866.2043639803,396158.31134918716,0.3238075376283927,230595.3134255439,35,0,2,1084986.3614638427,0
SME_0191,1,8,Construction,Machakos,448219.0052591845,279295.7521087825,0.37687659641456184,269427.7554425036,39,0,0,886574.1697049997,0
SME_0192,14,14,Services,Nakuru,636683.7009246848,393297.4555459285,0.382271832976524,152469.23385800907,55,1,2,710106.2842704603,0
SME_0193,14,38,Hospitality,Nakuru,530027.2232742769,378695.7490214029,0.2855164180398399,180937.72314403334,52,0,1,695878.6025752409,0
SME_0194,6,23,Hospitality,Meru,608173.8444962692,518065.7572883864,0.1481617271497699,270780.0843810651,46,1,2,1110186.1940204022,0
SME_0195,8,17,Hospitality,Nairobi,867636.7353590245,523810.70047769195,0.3962787891168056,49183.99583831063,47,0,1,911119.7669473354,0
SME_0196,9,4,Manufacturing,Nakuru,260379.1873471564,233484.232471447,0.10329149249494776,98147.21846059736,47,1,1,512196.6724670341,0
SME_0197,14,21,Construction,Eldoret,400828.3178526374,248149.71429637555,0.38090772721400734,227802.43009264595,35,1,2,1349052.630386496,0
SME_0198,17,34,Agriculture,Meru,50000.0,30000.0,0.30491602366266424,254230.0255624726,44,1,1,895304.5910129243,0
